grid_id,alias
grid.445856.e,"Federal State Educational Institution of Higher Professional Education ""State Music and Pedagogical Institute named M.M.Ippolitova-Ivanov"""
grid.445858.0,Almetyevsk State Petroleum Institute
grid.445877.d,Moskovskiy gumanitarno-ekonomicheskiy institut
grid.445887.2,Peterburgskiy Institut Iudaiki
grid.445887.2,Leningrad Jewish University
grid.445887.2,St. Petersburg Jewish University
grid.445906.a,Armavirskiy Finansovo-Ekonomicheskiy Institu
grid.445925.b,Severo-Zapadnyy Gosudarstvennyy Meditsinskiy Universitet im. I.I. Mechnikova
grid.445974.f,Barnaul Law Institute of the Ministry of Internal Affairs of Russian Federation
grid.445984.0,Belgorodskiy Gosudarstvennyy natsionalnyy issledovatelskiy Universitet
grid.445990.5,State Educational Institution of Higher Professional Education Belgorod Law Institute of the Ministry of Internal Affairs of the Russian Federation
grid.445992.7,Restoration Art Institute
grid.446000.6,St. Petersburg Law Institute
grid.446000.6,St. Petersburg School of Law
grid.446001.7,Institute of History of Culture
grid.446032.7,Kunst- og designhøgskolen i Bergen
grid.446061.1,"Federal State Institution of Science Institute of World Economy and International Relations. EAT. Primakov, the Russian Academy of Sciences"
grid.446061.1,Institute of World Economy and International Relations of the Russian Academy of Sciences
grid.446077.6,"Federal State Budgetary Educational Establishment of Higher Professional Education ""Saratov State Agrarian University named after N.I .Vavilov"""
grid.446102.5,Yuri Gagarin State Technical University of Saratov
grid.446104.3,Institut mirovoy literatury im. Gorkogo
grid.446104.3,"Federal State Institution of Science Institute of World Literature. AM Gorky, Russian Academy of Sciences"
grid.446105.2,Obshchezhitiye Gosudarstvennogo Instituta Fizicheskoy Kultury
grid.446117.1,Muy
grid.446127.2,Politechnika Białostocka
grid.446142.1,Gubkin Russian State University of Oil and Gas
grid.446143.0,All-union Correspondence Food Industry Institute
grid.446152.0,"Federal State Educational Institution of Higher Professional Education ""State Classical Academy of Maimonides''"
grid.446157.5,Tverskoy Institut Ekologii i Prava
grid.446167.6,State Academy
grid.446170.0,"Moscow Teachers Training Institute of Foreign Languages ""Gaudeamus"""
grid.446180.f,Federal State Institution of Science Institute of State and Law of the Russian Academy of Sciences
grid.446186.9,Taganrog State Pedagogical Institute named after AP Chekhov
grid.446208.c,Ufa State Academy of Arts named after Zagir Ismagilov
grid.446210.5,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy
grid.446211.4,Tyumenskiy Yuridicheskiy Institut MVD Rossii
grid.446224.2,University for Humanities
grid.446227.1,S.Z.Gzhytsky National Veterinary and Biotech University of Lviv
grid.446227.1,Lviv National Stepan Gzhytsky University of Veterinary Medicine and Biotechnology
grid.446231.6,Moscow State Stroganov Academy of Industrial and Applied Arts
grid.446237.0,Московский институт электронного машиностроения
grid.446237.0,Moscow Institute of Electronic Machine Building
grid.446246.6,Uralskaja Gosudarstvennaja Juridicheskaja Akademija
grid.446246.6,Ural State Academy of Law
grid.446246.6,Ural State Law Academy
grid.446249.9,Tomskiy Ekonomiko-Yuridicheskiy Institut
grid.446250.1,Schnittke Moscow State Institute of Music
grid.446266.4,Selskokhozyaystvennaya Ulyanovskaya Gosudarstvennaya Akademiya
grid.446282.e,Uralskiy Gumanitarnyy Institut
grid.446283.f,Uralskiy Institut Biznesa
grid.446284.8,"Uralskiy Institut Ekonomiki, Upravleniya I Prava"
grid.446284.8,Ural University of Economics and Law
grid.446286.a,Uralskiy Institut Kommertsii I Prava
grid.446292.f,"Federal State Educational Institution of Higher Education ""Yelets State University. IA Bunin """
grid.446304.1,Grozny State Oil Institute
grid.446308.d,Московский государственный университет культуры и искусств
grid.446308.d,Moscow State University of Culture and Arts
grid.446322.5,Moscow Automobile and Road Construction State Technical University
grid.446333.5,Heritage Center
grid.446356.6,Girls' Latin School
grid.446390.c,Brooklyn Navy Yard Development Corporation
grid.446393.f,Brooklyn Symphony Orchestra
grid.446393.f,Brooklyn Philharmonic Symphony Orchestra
grid.446403.1,Buffalo Bill Historical Center
grid.446405.7,Yiddish Scientific Institute
grid.446414.7,Arizona Humanities Council
grid.446421.1,ABA Fund for Justice and Education
grid.446428.8,California Council for the Humanities
grid.446435.4,CalArts
grid.446441.7,American Indian Archaeological Institut
grid.446455.2,Restoration College Association
grid.446468.c,Fairmount Park Art Association
grid.446472.7,APVA Preservation Virginia
grid.446472.7,Association for the Preservation of Virginia Antiquities
grid.446478.d,Association for the Study of Afro-American Life and History
grid.446478.d,Association for the Study of Negro Life and History
grid.446511.3,National Asian American Telecommunications Association
grid.446514.6,Columbia Historical Society
grid.446535.5,Balboa Conservation Center
grid.446570.4,Window to the World
grid.446596.c,Con/Vida
grid.446597.d,Berkshire Theatre Festival
grid.446598.2,Steelworks Center of the West
grid.446610.1,plantation house
grid.446610.1,Thomas Jefferson's plantation
grid.446623.1,San Mateo County Junior Museum
grid.446623.1,Coyote Point Museum
grid.446623.1,Coyote Point Museum for Environmental Education
grid.446648.c,Chargers
grid.446655.0,Old City Park
grid.446710.0,Hartford Theological Seminary
grid.446733.1,League of Free Nations Association
grid.446753.7,Hammond Estate
grid.446753.7,Walnut Grove
grid.446755.1,Fort Mason Center for Arts & Culture
grid.446757.3,Fort Ross Interpretive Association
grid.446803.d,People of water
grid.446803.d,People of the South wind
grid.446803.d,Kansa
grid.446803.d,Kanza
grid.446803.d,Kaw people
grid.446830.d,Society for the Preservation of New England Antiquities
grid.446840.a,Sweet Auburn
grid.446840.a,Stone's Farm
grid.446841.b,American Association for the Advancement of Slavic Studies
grid.446846.c,Historical Museum of Southern Florida
grid.446856.d,Genealogical Society of Utah
grid.446873.a,Old Residents of Pittsburgh
grid.446873.a,Senator John Heinz History Center
grid.446881.7,Hoover Institution Library and Archives
grid.446881.7,"Hoover Institution on War, Revolution, and Peace"
grid.446922.f,Humanities DC
grid.446932.e,Nebraska Humanities Council
grid.446945.e,The Huntington
grid.446955.f,Longue Vue
grid.446971.9,Middle East Studies Association of North America
grid.447005.2,LBJ foundation
grid.447026.3,William Whipple House
grid.447048.b,Makah Cultural and Research Center
grid.447068.9,Museum for African Art
grid.447087.8,Ipswich Museum
grid.447090.e,"Martin Luther King, Jr. Center for Nonviolent Social Change"
grid.447090.e,King Center for Nonviolent Social Change
grid.447114.3,Mass Audubon
grid.447117.0,MassArt
grid.447134.1,Nikkei Amerikajin Shimin Dōmei
grid.447149.b,Jewish Publication Society of America
grid.447166.6,Foundation for Jewish Culture
grid.447169.9,Farmers Educational and Cooperative Union of America
grid.447191.e,Shiewhibak
grid.447191.e,Isleta Pueblo
grid.447219.d,Northern Seminary
grid.447223.4,NOVA Parks
grid.447240.1,National Yiddish Book Center
grid.447289.4,Ohio History Connection
grid.447289.4,Ohio State Archaeological and Historical Society
grid.447299.5,RivCoParks
grid.447305.1,NM Commission of Public Records
grid.447306.2,Jazz Fest
grid.447325.3,Bassist College
grid.447332.5,St. Lucie County Historical Museum
grid.447376.5,Partners for Livable Communities
grid.447379.a,St. Martin's College for Indigent Boys
grid.447379.a,Church of the Evangelists
grid.447380.c,Paul Revere House
grid.447408.b,Penn State Abington-Ogontz
grid.447408.b,Penn State Ogontz
grid.447410.2,Phillips House
grid.447415.7,Penn State Lima
grid.447415.7,Penn State Delaware County
grid.447418.a,The Behrend College
grid.447418.a,Penn State Erie
grid.447421.0,The Capital College
grid.447427.6,Pennsylvania State Forest Academy
grid.447440.7,Texas Folklife
grid.447446.1,"Consortium for History of Science, Technology and Medicine"
grid.447448.f,American Association for Research in Baghdad
grid.447458.e,Philbrook Art Center
grid.447473.7,National Endowment for the Humanities
grid.447484.f,Józef Piłsudski Institute of America for Research in the Modern History of Poland
grid.447525.5,Slater Mill Historic Site
grid.447526.6,UGA Press
grid.447530.1,Snug Harbor
grid.447530.1,Sailors' Snug Harbor
grid.447531.0,The Athenaeum
grid.447533.2,Sonneck Society
grid.447535.4,American Philological Association
grid.447547.1,USF St. Pete
grid.447552.5,Society of Biblical Literature and Exegesis
grid.447556.1,Utah Division of State History
grid.447557.0,Shoshone-Episcopal Mission School for Shoshone Girls
grid.447559.e,Valentine Richmond History Center
grid.447559.e,Valentine Museum
grid.447597.c,Commemoration of the American Civil War
grid.447609.8,Washington Park Zoo
grid.447619.9,Washburn-Norlands Foundation
grid.447627.4,The Wing
grid.447630.2,Henry Francis DuPont Winterthur Museum
grid.447639.b,"Mohawk-Hudson Council on Educational Television, Inc"
grid.447641.4,Parmly Billings Memorial Library
grid.447665.2,Mississippi Valley Historical Association
grid.447668.f,Saint Augustine's College
grid.447679.f,Willa Cather Pioneer Memorial
grid.447679.f,Willa Cather Pioneer Memorial and Educational Foundation
grid.447700.0,Pennsylvania Heritage Foundation
grid.447712.3,Institute for Marine Research and Oceanology
grid.447739.a,Centrum pro studium vysokého školství
grid.447749.d,Česká Betonářská Společnost
grid.447755.0,Ministerstvo Obrany a Armáda České Republiky
grid.447757.2,Česká Botanická Společnost
grid.447759.c,Česká kosmická kancelář
grid.447761.7,Entomologický ústav
grid.447768.e,Česká společnost orientalistická
grid.447776.1,Environment Technology Communication
grid.447781.9,Etnologický ústav
grid.447782.a,Česká Společnost pro Biochemii a Molekulární Biologii
grid.447783.b,Agentuře Ochrany Přírody a Krajiny ČR
grid.447784.c,Česká Společnost pro Nové Materiály a Technologie
grid.447788.0,Institut pro Evropskou Politiku EUROPEUM je neziskový
grid.447788.0,EUROPEUM Institute for European Policy
grid.447791.8,Institut pro kriminologii a sociální prevenci
grid.447794.d,Center for Literary Research
grid.447796.f,Moravská galerie v Brně
grid.447797.e,Česká zoologická společnost
grid.447798.1,Theatre Institute
grid.447798.1,Institut Umění - Divadelní Ustav
grid.447802.d,Zemědělský Výzkumný Ustav Kroměříž
grid.447818.6,České Dráhy
grid.447827.a,Asociace Výzkumných Organizací
grid.447837.b,Inženýrská akademie České republiky
grid.447838.4,Farmakologický ústav
grid.447847.c,Československé dokumentační středisko
grid.447848.3,Institut pro Strukturální Politiku
grid.447849.2,Association for Central European Cultural Studies
grid.447851.b,Český svaz ochránců přírody
grid.447852.8,Národní Bezpečnostní Úřad
grid.447853.9,Národní centrum sociálních studií
grid.447860.9,Český Svaz Vědeckotechnických Společností
grid.447861.8,Národní galerie v Praze
grid.447862.b,Filosofický ústav
grid.447869.0,Union of Czech Mathematicians
grid.447869.0,Jednota českých matematiků a fyziků
grid.447869.0,Jednota českých mathematiků
grid.447872.a,Národní infor­mační a pora­den­ské stře­disko pro kul­turu
grid.447879.1,Archeologický ústav
grid.447888.f,Národní památkový ústav
grid.447909.7,Geologický ústav AV ČR
grid.447910.f,Asociace pro Mezinárodní Otázky
grid.447914.b,Národní vzdělávací fond
grid.447917.8,Knihovna AV ČR
grid.447931.c,Grantová agentura České republiky
grid.447934.9,Ateliér Ekologických Modelů
grid.447964.c,Daphne ČR Institut aplikované ekologie
grid.447969.1,Historický ústav AV ČR
grid.447975.c,Orientální ústav AV ČR
grid.447981.7,Krystalograficka spolecnost
grid.448014.d,Biotechnologický ústav AV ČR
grid.448019.0,Úvodní stránka
grid.448023.9,Masarykův ústav a Archiv AV ČR
grid.448037.c,Botanická Zahrada Praha
grid.448052.f,Státní Ustav pro Kontrolu Léčiv
grid.448053.e,Ústav aplikované mechaniky
grid.448064.a,Vědecké a Servisní Pracoviště Tělesné Výchovy a Sportu
grid.448072.d,UCT Prague
grid.448072.d,Vysoká škola chemicko-technologická
grid.448077.8,Ústav biologie obratlovců AV ČR
grid.448078.7,Ústav Dějin Umění
grid.448086.6,Ústav geoniky AV ČR
grid.448089.9,Výzkumný a šlechtitelský ústav ovocnářský Holovousy
grid.448092.3,Ústav Informatiky AV ČR
grid.448094.5,Ústav leteckého zdravotnictví
grid.448101.8,Výzkumný a Zkušební Letecký Ustav
grid.448103.a,International Politics and Economics
grid.448103.a,Ústav Mezinárodních Vztahů
grid.448108.1,Ústav pro českou Literaturu
grid.448109.0,Instituti i Politikave Mjedisore
grid.448112.a,Ústav Termomechaniky
grid.448114.c,Psychologický ústav
grid.448115.d,Výzkumný Ustav lesního Hospodářství a Myslivosti
grid.448116.e,Dům Zahraniční Spolupráce
grid.448118.0,Svaz průmyslu a dopravy České republiky
grid.448119.1,Ústav pro Hydrodynamiku
grid.448120.b,Výzkumný ústav bezpečnosti práce
grid.448123.8,Výzkumný Ústav Bramborářský Havlíčkův Brod
grid.448124.f,Ústav pro jazyk český Akademie věd
grid.448125.e,"Výzkumný ústav geodetický, topografický a kartografický"
grid.448127.c,Ústav pro Soudobé Dějiny AV ČR
grid.448129.2,Výzkumný Ustav Lesního Hospodářství a Myslivosti
grid.448132.8,Ústav Státu a Práva
grid.448155.9,Výzkumný Ustav Potravinářského Průmyslu
grid.448157.b,Výzkumný Ústav Práce A Sociálních Věcí
grid.448176.8,"Výzkumný ústav Silva Taroucy pro krajinu a okrasné zahradnictví, veřejná výzkumná instituce"
grid.448181.0,Výzkumný ústav včelařský v Dole
grid.448186.7,Výzkumný Ústav Zemědělské Techniky
grid.448216.d,Vojenský Technický Ustav
grid.448218.3,Vojenský výzkumný ústav
grid.448309.2,Elkhorn Slough National Estuarine Research Reserve
grid.448315.f,Společnost Inovačního centra elektroniky
grid.448321.8,Erie County Metropolitan Park District
grid.448331.9,Národní Park Šumava
grid.448350.e,Michigan DEQ
grid.448361.c,Parazitologický ústav
grid.448362.f,Ústav molekulární biologie rostlin
grid.448363.e,Ústav Půdní Biologie
grid.448375.9,Port of San Diego
grid.448376.a,California Department of Fish and Game
grid.448406.a,John G. Shedd Aquarium
grid.448408.4,NKK
grid.448425.b,Circuit Rider Productions Inc
grid.448433.c,Gulf Council
grid.448438.7,The Hui
grid.448466.c,NH LAKES
grid.448473.8,California Marine Mammal Center
grid.448475.e,Delta Corporation
grid.448482.6,N.C. Wildlife Resources Commission
grid.448500.d,ISET-International
grid.448503.e,International Fisheries Commission
grid.448510.c,CORAL
grid.448542.b,Virginia Marine Science Museum
grid.448542.b,Virginia Aquarium
grid.448550.8,Virginia DEQ
grid.448560.b,Virginia Fish Commission
grid.448596.2,Pennsylvania DEP
grid.448600.e,Busan Jangsin University
grid.448604.a,Caldwell College
grid.448604.a,Caldwell College for Women
grid.448616.9,Wildfowl Trust of North America
grid.448622.e,Marine Conservation Biology Institute
grid.448633.e,CCS
grid.448661.9,SeaWorld
grid.448661.9,SeaWorld Parks & Entertainment
grid.448715.b,Kazan Aviation Institute
grid.448715.b,Kazan National Research Technical University
grid.448803.3,Université Lille 3
grid.448834.7,Gebze Institute of Technology
grid.448863.5,Hunan First Normal University
grid.448878.f,I.M. Sechenov First Moscow State Medical University
grid.448878.f,I.M. Sechenov First Moscow Institute of Medicine
grid.448878.f,First MSMU
grid.448918.8,Lahti Polytechnic
grid.448971.7,Corban College
grid.448971.7,Western Baptist College
grid.448971.7,Phoenix Bible Institute
grid.448993.b,Baptist Christian University
grid.449017.f,DS National Law University
grid.449056.a,Cleveland Bible College
grid.449141.d,Dr. Ram Manohar Lohiya National Law Institute
grid.449151.c,Business and Computer University College
